frame,segment,x-coordinate,y-coordinate,velocity_x,velocity_y
0,1,200,192,0.0067846267,-0.0037369789
0,1,204,192,0.006851586,-0.0037346857
0,1,208,192,0.0070026666,-0.0037788209
0,1,212,192,0.0070772558,-0.003789654
0,1,216,192,0.007093726,-0.0037656366
0,1,220,192,0.007094102,-0.0037278077
0,1,224,192,0.002953648,-0.00394095
0,1,228,192,0.003108733,-0.0040005613
0,1,232,192,0.0031661848,-0.0038765806
0,1,236,192,0.0031880343,-0.0037600265
0,1,240,192,0.0032285533,-0.0037837378
0,1,244,192,0.00323589,-0.003802639
0,1,248,192,0.0032560062,-0.0037861443
0,1,252,192,0.0033061397,-0.0037176833
0,1,256,192,0.004988951,-0.00793216
0,1,260,192,0.004906406,-0.007797436
0,1,264,192,0.0048785913,-0.007570657
0,1,268,192,0.00476989,-0.007319063
0,1,272,192,0.00465628,-0.007086292
0,1,276,192,0.0045676157,-0.006842917
0,1,280,192,0.004489199,-0.0065538073
0,1,284,192,0.0043912586,-0.0062115537
0,1,288,192,0.00790993,0.005190956
0,1,292,192,0.007920061,0.0056094322
0,1,296,192,0.007856912,0.0062421756
0,1,300,192,0.0078623835,0.0072318255
0,1,304,192,0.007930907,0.008490673
0,1,308,192,0.007993104,0.009696736
0,1,312,192,0.0079518,0.010835428
0,1,316,192,0.007866674,0.011577491
0,1,320,192,0.0038470868,0.011392893
0,1,324,192,0.0034929398,0.012734015
0,1,328,192,0.0030884026,0.013635986
0,1,332,192,0.0025334992,0.014590672
0,1,336,192,0.002004472,0.0159059
0,1,340,192,0.0014064888,0.016919576
0,1,344,192,0.0010179153,0.017857894
0,1,348,192,0.0008054031,0.018579993
0,1,352,192,0.0066113947,0.04313732
0,1,356,192,0.006282733,0.04315179
0,1,360,192,0.0059652952,0.043298688
0,1,364,192,0.0055806926,0.043387633
0,1,368,192,0.0050082835,0.043655153
0,1,372,192,0.004517246,0.04377824
0,1,376,192,0.004101131,0.043636523
0,1,380,192,0.003642407,0.043580927
0,1,384,192,-0.004161724,0.025233371
0,1,388,192,-0.0040191915,0.024827866
0,1,392,192,-0.0039417674,0.024272097
0,1,396,192,-0.0039881286,0.02371994
0,1,400,192,-0.0040894537,0.023107665
0,1,404,192,-0.004216891,0.022482978
0,2,408,192,-0.004370164,0.021844786
0,2,412,192,-0.0044502937,0.021366963
0,2,416,192,0.00039601116,0.035399027
0,2,420,192,0.0003915257,0.035035506
0,2,424,192,0.0003632946,0.034697372
0,2,428,192,0.0002880723,0.034077823
0,2,432,192,0.00028760318,0.033038143
0,2,436,192,0.00026731042,0.0320997
0,2,440,192,0.00020949438,0.031161845
0,2,444,192,0.00012745475,0.03027415
0,2,448,192,-0.0120940255,0.028293613
0,2,452,192,-0.0121820085,0.028895315
0,2,456,192,-0.0122205615,0.029310059
0,2,460,192,-0.012307646,0.030027967
0,2,464,192,-0.012557605,0.030951701
0,2,468,192,-0.012667846,0.03175825
0,2,472,192,-0.012646266,0.032322526
0,2,476,192,-0.012569004,0.03283727
0,2,480,192,-0.010357926,0.047781933
0,2,484,192,-0.010411144,0.048319552
0,2,488,192,-0.010283065,0.04848747
0,2,492,192,-0.010281921,0.0489469
0,2,496,192,-0.01032214,0.049588583
0,2,500,192,-0.010352291,0.05015378
0,2,504,192,-0.010356818,0.050548945
0,2,508,192,-0.010452743,0.050933637
0,2,512,192,-0.032432985,0.056642376
0,2,516,192,-0.03224689,0.05635947
0,2,520,192,-0.031963713,0.05599311
0,2,524,192,-0.03158232,0.055723555
0,2,528,192,-0.031412143,0.055555947
0,2,532,192,-0.03110673,0.055366993
0,2,536,192,-0.03071843,0.05526821
0,2,540,192,-0.030321471,0.055331916
0,2,544,192,-0.01462744,0.042207543
0,2,548,192,-0.014509695,0.041851487
0,2,552,192,-0.014305657,0.04153276
0,2,556,192,-0.01397092,0.040928382
0,2,560,192,-0.013493005,0.04001103
0,2,564,192,-0.013128972,0.039020505
0,2,568,192,-0.012933123,0.038185228
0,2,572,192,-0.012902388,0.03770133
0,2,576,192,-0.015384548,0.022645699
0,2,580,192,-0.015113621,0.022347512
0,2,584,192,-0.015223707,0.022351246
0,2,588,192,-0.015065786,0.022288624
0,2,592,192,-0.01457227,0.021903474
0,2,596,192,-0.014055718,0.02142163
0,2,600,192,-0.0134527795,0.021015057
0,2,604,192,-0.012900954,0.020755393
0,2,608,192,-0.0022186511,0.009338962
0,2,612,192,-0.0022250973,0.0093090935
0,2,616,192,-0.0022289292,0.009407903
0,2,620,192,-0.0022386862,0.009532613
0,2,624,192,-0.0022501235,0.009561155
0,3,628,192,-0.0022576877,0.009553492
0,3,632,192,-0.002265492,0.009531879
0,3,636,192,-0.0022711765,0.009498966
0,3,640,192,-0.002366333,0.0031917472
0,3,644,192,-0.0023685144,0.0031785693
0,3,648,192,-0.0023683733,0.0031600874
0,3,652,192,-0.0023651782,0.0031522962
0,3,656,192,-0.0023605681,0.0031685745
0,3,660,192,-0.0023597637,0.0031815206
0,3,664,192,-0.002360085,0.0031999436
0,3,668,192,-0.0023609297,0.0032216285
0,3,672,192,-0.0025847119,0.005242124
0,3,676,192,-0.0025839966,0.0052322755
0,3,680,192,-0.0025858358,0.0052628284
0,3,684,192,-0.0025906358,0.0053252387
0,3,688,192,-0.0025951625,0.005392557
0,3,692,192,-0.0025956305,0.005420124
0,3,696,192,-0.0025977502,0.005417461
0,3,700,192,-0.0026033754,0.005390964
0,3,704,192,-0.0022685146,0.0037556984
0,3,708,192,-0.0022686892,0.0038521003
0,3,712,192,-0.0022658452,0.0039115367
0,3,716,192,-0.0022621655,0.0039621023
0,3,720,192,-0.0022597522,0.0040062163
0,3,724,192,-0.0022602065,0.004053568
0,3,728,192,-0.0022653241,0.004086147
0,3,732,192,-0.002272844,0.00415078
0,3,736,192,-0.002482354,0.01642576
0,3,740,192,-0.0024812354,0.016630461
0,3,744,192,-0.002494456,0.01687966
0,3,748,192,-0.0025185628,0.017212663
0,3,752,192,-0.0025410703,0.017539429
0,3,756,192,-0.0025594183,0.017773353
0,3,760,192,-0.0025750143,0.0178296
0,3,764,192,-0.0025854334,0.017744955
0,3,768,192,-0.0020047785,0.021841412
0,3,772,192,-0.0020169148,0.022392469
0,3,776,192,-0.0020182645,0.022612203
0,3,780,192,-0.0020278438,0.022769365
0,3,784,192,-0.0020496496,0.023034241
0,3,788,192,-0.0020874625,0.02335038
0,3,792,192,-0.0021384151,0.023537025
0,3,796,192,-0.002214787,0.023926413
0,3,800,192,-0.0028900877,0.04927161
0,3,804,192,-0.0029191703,0.049382832
0,3,808,192,-0.0029564053,0.049393628
0,3,812,192,-0.0030033507,0.049476244
0,3,816,192,-0.003055284,0.049757656
0,3,820,192,-0.0031325016,0.049997915
0,3,824,192,-0.003209746,0.050110616
0,3,828,192,-0.0032653392,0.050212078
0,3,832,192,-0.0033296566,0.04734221
0,3,836,192,-0.0035251388,0.046993945
0,3,840,192,-0.0036699553,0.046679165
0,3,844,192,-0.0037280852,0.046485715
0,1,188,196,0.0041172393,-0.002724083
0,1,192,196,0.0067470437,-0.0037659327
0,1,196,196,0.006870146,-0.0037837876
0,1,200,196,0.0069883037,-0.0037959116
0,1,204,196,0.0070310673,-0.003763489
0,1,208,196,0.0071504605,-0.0037858817
0,1,212,196,0.0072870287,-0.0038086888
0,1,216,196,0.0073079513,-0.0038034348
0,1,220,196,0.007289636,-0.0037690026
0,1,224,196,0.0030182009,-0.0039615887
0,1,228,196,0.0031532857,-0.0039906083
0,1,232,196,0.0032399837,-0.0038925086
0,1,236,196,0.0032827724,-0.0037567592
0,1,240,196,0.0033470828,-0.00376616
0,1,244,196,0.0034040473,-0.0037449459
0,1,248,196,0.0034074723,-0.0037512137
0,1,252,196,0.0034438395,-0.00376466
0,1,256,196,0.0049323924,-0.007716139
0,1,260,196,0.0048703314,-0.0075772535
0,1,264,196,0.0048219687,-0.0073196664
0,1,268,196,0.0046926625,-0.006994602
0,1,272,196,0.004614693,-0.0068074274
0,1,276,196,0.0045463396,-0.0065234997
0,1,280,196,0.0044453316,-0.0062347814
0,1,284,196,0.0043506925,-0.0059343264
0,1,288,196,0.0077401884,0.0062815575
0,1,292,196,0.007822165,0.006673293
0,1,296,196,0.007789534,0.007188338
0,1,300,196,0.007764038,0.008338186
0,1,304,196,0.007814675,0.009418293
0,1,308,196,0.007853726,0.010659728
0,1,312,196,0.007930703,0.011738076
0,1,316,196,0.007942764,0.0123560475
0,1,320,196,0.0033928524,0.012667753
0,1,324,196,0.002980108,0.013830604
0,1,328,196,0.0025335525,0.014835914
0,1,332,196,0.00198993,0.015999079
0,1,336,196,0.0015494762,0.017257221
0,1,340,196,0.0009876452,0.018331397
0,1,344,196,0.0005436976,0.019186625
0,1,348,196,0.00028912106,0.019903643
0,1,352,196,0.006352748,0.04341449
0,1,356,196,0.0058884528,0.043748133
0,1,360,196,0.0054897615,0.044088542
0,1,364,196,0.0050170044,0.044145897
0,1,368,196,0.004484479,0.04434458
0,1,372,196,0.0038746772,0.044667773
0,1,376,196,0.0033688867,0.04473697
0,1,380,196,0.0030048257,0.04468538
0,1,384,196,-0.0039694,0.024986839
0,1,388,196,-0.003914153,0.024509203
0,1,392,196,-0.003995595,0.023970798
0,1,396,196,-0.0040214774,0.023347205
0,1,400,196,-0.004068825,0.022861363
0,1,404,196,-0.0040981155,0.022311198
0,2,408,196,-0.004183528,0.021697598
0,2,412,196,-0.0043105157,0.02113214
0,2,416,196,0.00020255131,0.03474338
0,2,420,196,0.00022293351,0.03439156
0,2,424,196,0.00016828036,0.03392908
0,2,428,196,7.175951e-05,0.033208404
0,2,432,196,4.4723507e-05,0.032273784
0,2,436,196,-9.356503e-06,0.031304672
0,2,440,196,-9.278007e-05,0.030334938
0,2,444,196,-0.00012807795,0.029412678
0,2,448,196,-0.011816992,0.028083976
0,2,452,196,-0.011943784,0.028629202
0,2,456,196,-0.011947847,0.029031744
0,2,460,196,-0.011970087,0.029784622
0,2,464,196,-0.012126731,0.030550223
0,2,468,196,-0.0122021455,0.031266876
0,2,472,196,-0.012258075,0.03197644
0,2,476,196,-0.012346489,0.032634266
0,2,480,196,-0.009942184,0.04700792
0,2,484,196,-0.010071176,0.047512397
0,2,488,196,-0.010065114,0.047741506
0,2,492,196,-0.010040924,0.048216976
0,2,496,196,-0.010135743,0.048780713
0,2,500,196,-0.010174317,0.049205255
0,2,504,196,-0.010199317,0.04965015
0,2,508,196,-0.010278194,0.050157584
0,2,512,196,-0.03146108,0.05592746
0,2,516,196,-0.031353533,0.05568803
0,2,520,196,-0.03096297,0.05535261
0,2,524,196,-0.030497715,0.055027086
0,2,528,196,-0.03033432,0.054871462
0,2,532,196,-0.02991697,0.054574717
0,2,536,196,-0.029431403,0.054432712
0,2,540,196,-0.029151905,0.054397084
0,2,544,196,-0.014155939,0.041759886
0,2,548,196,-0.013919605,0.041276745
0,2,552,196,-0.013560157,0.04082452
0,2,556,196,-0.013216314,0.040114004
0,2,560,196,-0.012888034,0.039283432
0,2,564,196,-0.012477067,0.03813715
0,2,568,196,-0.012264854,0.03730721
0,2,572,196,-0.012171991,0.036678217
0,2,576,196,-0.014960588,0.022350296
0,2,580,196,-0.014535917,0.022104375
0,2,584,196,-0.014272113,0.022037981
0,2,588,196,-0.014052115,0.021823628
0,2,592,196,-0.013562386,0.021412613
0,2,596,196,-0.012908218,0.020870091
0,2,600,196,-0.012335832,0.020505916
0,2,604,196,-0.011946919,0.020221017
0,2,608,196,-0.002235325,0.009280319
0,2,612,196,-0.0022533555,0.009283949
0,2,616,196,-0.0022716804,0.009347287
0,2,620,196,-0.0022836744,0.009465811
0,2,624,196,-0.0022947358,0.009482227
0,3,628,196,-0.0023061063,0.009463953
0,3,632,196,-0.0023142071,0.009451331
0,3,636,196,-0.0023152628,0.0093995
0,3,640,196,-0.0023557593,0.003183026
0,3,644,196,-0.0023527062,0.0031739406
0,3,648,196,-0.002345175,0.0031719764
0,3,652,196,-0.0023419117,0.0031759257
0,3,656,196,-0.0023375063,0.003218293
0,3,660,196,-0.0023358995,0.0032565107
0,3,664,196,-0.0023356795,0.0032773933
0,3,668,196,-0.0023416418,0.0032781265
0,3,672,196,-0.002591983,0.0053697876
0,3,676,196,-0.0025924887,0.0053818254
0,3,680,196,-0.0025971408,0.0054601682
0,3,684,196,-0.002602461,0.0055270563
0,3,688,196,-0.0026034256,0.005553372
0,3,692,196,-0.0026029379,0.005557372
0,3,696,196,-0.0026088706,0.00557775
0,3,700,196,-0.0026169438,0.005546213
0,3,704,196,-0.0022654068,0.0038300764
0,3,708,196,-0.00226504,0.0039206725
0,3,712,196,-0.002264252,0.0039806874
0,3,716,196,-0.0022609208,0.00403153
0,3,720,196,-0.0022632568,0.00406045
0,3,724,196,-0.0022684254,0.0041031674
0,3,728,196,-0.002271854,0.004154094
0,3,732,196,-0.0022779442,0.0042522447
0,3,736,196,-0.0025071609,0.016633427
0,3,740,196,-0.0025105486,0.016854296
0,3,744,196,-0.0025276425,0.01711675
0,3,748,196,-0.0025525442,0.017493295
0,3,752,196,-0.0025711693,0.017747657
0,3,756,196,-0.0025868674,0.017913438
0,3,760,196,-0.0026114401,0.018050753
0,3,764,196,-0.0026297236,0.01812099
0,3,768,196,-0.0020379485,0.02207429
0,3,772,196,-0.00204959,0.022633731
0,3,776,196,-0.0020615752,0.022979036
0,3,780,196,-0.0020749832,0.023168618
0,3,784,196,-0.0020952108,0.02340508
0,3,788,196,-0.0021495142,0.023790225
0,3,792,196,-0.00222077,0.02414382
0,3,796,196,-0.002333551,0.024879966
0,3,800,196,-0.003019709,0.049619365
0,3,804,196,-0.0030631358,0.04977013
0,3,808,196,-0.0031159292,0.049828526
0,3,812,196,-0.0031678665,0.049884323
0,3,816,196,-0.0032087206,0.050090957
0,3,820,196,-0.0032779598,0.050240036
0,3,824,196,-0.00336344,0.05038035
0,3,828,196,-0.0034444511,0.05041972
0,3,832,196,-0.0035232133,0.046787336
0,3,836,196,-0.0036247952,0.046527747
0,3,840,196,-0.0036751474,0.04620958
0,3,844,196,-0.0037011236,0.04606265
0,1,188,200,0.0040729987,-0.0026474115
0,1,192,200,0.0068464926,-0.003787007
0,1,196,200,0.006995127,-0.0038123038
0,1,200,200,0.00713095,-0.0038371612
0,1,204,200,0.0071754106,-0.0038326606
0,1,208,200,0.0072474293,-0.00382639
0,1,212,200,0.007358549,-0.0038513779
0,1,216,200,0.0074084867,-0.0038399396
0,1,220,200,0.007455532,-0.003833952
0,1,224,200,0.0030666513,-0.0040791
0,1,228,200,0.0032185158,-0.0040546204
0,1,232,200,0.003319328,-0.003985905
0,1,236,200,0.00337702,-0.0039315377
0,1,240,200,0.0034422842,-0.003886336
0,1,244,200,0.003489634,-0.0038919977
0,1,248,200,0.003505018,-0.0038609863
0,1,252,200,0.0035525726,-0.0038787625
0,1,256,200,0.0048747775,-0.007524477
0,1,260,200,0.0048167217,-0.0073213335
0,1,264,200,0.0047697164,-0.0070903604
0,1,268,200,0.0046830857,-0.006901105
0,1,272,200,0.004576638,-0.0066449153
0,1,276,200,0.0044961814,-0.006372911
0,1,280,200,0.0043762834,-0.006026037
0,1,284,200,0.0043101846,-0.00576996
0,1,288,200,0.00781851,0.0068267426
0,1,292,200,0.007841378,0.007295905
0,1,296,200,0.007846665,0.007988935
0,1,300,200,0.007890482,0.008993124
0,1,304,200,0.007883123,0.010218971
0,1,308,200,0.0079178205,0.011334669
0,1,312,200,0.0079917405,0.012580545
0,1,316,200,0.00807267,0.0132406
0,1,320,200,0.0028079816,0.013981026
0,1,324,200,0.002468438,0.015057362
0,1,328,200,0.0020034774,0.016074382
0,1,332,200,0.0015265029,0.0171559
0,1,336,200,0.0011382219,0.018368037
0,1,340,200,0.00072052295,0.019329077
0,1,344,200,0.00023405754,0.02030454
0,1,348,200,-0.000114756054,0.020919226
0,1,352,200,0.005938244,0.04393534
0,1,356,200,0.005395543,0.044393092
0,1,360,200,0.0048971544,0.044900794
0,1,364,200,0.0044973907,0.045032833
0,1,368,200,0.003997674,0.045111157
0,1,372,200,0.0033608077,0.045420837
0,1,376,200,0.0028405425,0.045516986
0,1,380,200,0.0024667056,0.045662973
0,1,384,200,-0.003929246,0.024694832
0,1,388,200,-0.0039172787,0.024246933
0,1,392,200,-0.0040238085,0.02368898
0,1,396,200,-0.004122649,0.02308442
0,1,400,200,-0.0041599986,0.02259654
0,1,404,200,-0.0041258666,0.022079783
0,2,408,200,-0.0041618054,0.021465402
0,2,412,200,-0.0041933144,0.020910295
0,2,416,200,8.546005e-05,0.034122244
0,2,420,200,4.2053347e-05,0.03370263
0,2,424,200,-1.914706e-05,0.03313634
0,2,428,200,-0.000111335525,0.032418463
0,2,432,200,-0.00016897498,0.031462442
0,2,436,200,-0.00022230965,0.030460786
0,2,440,200,-0.00030522866,0.029518807
0,2,444,200,-0.00036700198,0.028718987
0,2,448,200,-0.011700591,0.027991826
0,2,452,200,-0.011705894,0.028386362
0,2,456,200,-0.011757354,0.028900187
0,2,460,200,-0.011751655,0.029594881
0,2,464,200,-0.011825812,0.03037674
0,2,468,200,-0.011966273,0.031128408
0,2,472,200,-0.012070006,0.031827793
0,2,476,200,-0.012137986,0.032438163
0,2,480,200,-0.009649456,0.046572372
0,2,484,200,-0.009781794,0.046866976
0,2,488,200,-0.009849846,0.047199603
0,2,492,200,-0.009964347,0.04771488
0,2,496,200,-0.010082545,0.048280515
0,2,500,200,-0.010152153,0.048720956
0,2,504,200,-0.010141869,0.049113832
0,2,508,200,-0.010170399,0.049454838
0,2,512,200,-0.030749926,0.055383116
0,2,516,200,-0.030453056,0.055112734
0,2,520,200,-0.030133301,0.05480716
0,2,524,200,-0.029834239,0.05457164
0,2,528,200,-0.0296063,0.054363143
0,2,532,200,-0.029238077,0.054090653
0,2,536,200,-0.028726164,0.053846404
0,2,540,200,-0.028348392,0.053709153
0,2,544,200,-0.013511732,0.041077457
0,2,548,200,-0.013305464,0.040619858
0,2,552,200,-0.012906102,0.04003052
0,2,556,200,-0.0126198875,0.03938618
0,2,560,200,-0.012342084,0.038508274
0,2,564,200,-0.011966452,0.03745131
0,2,568,200,-0.011635131,0.03651554
0,2,572,200,-0.01147278,0.035763748
0,2,576,200,-0.014266298,0.021905141
0,2,580,200,-0.013823794,0.021787625
0,2,584,200,-0.013410981,0.021648347
0,2,588,200,-0.013044283,0.02140294
0,2,592,200,-0.012506782,0.0208933
0,2,596,200,-0.011947493,0.020441737
0,2,600,200,-0.011418644,0.020012356
0,2,604,200,-0.011027688,0.019672852
0,2,608,200,-0.0022654594,0.009156219
0,2,612,200,-0.002287727,0.009189382
0,2,616,200,-0.002310247,0.009247148
0,2,620,200,-0.0023287735,0.009320203
0,2,624,200,-0.0023370122,0.0093305465
0,3,628,200,-0.0023420262,0.009316844
0,3,632,200,-0.002346348,0.009299096
0,3,636,200,-0.0023530887,0.009243263
0,3,640,200,-0.0023451524,0.0031673508
0,3,644,200,-0.0023376895,0.0031768503
0,3,648,200,-0.0023274317,0.0031799288
0,3,652,200,-0.0023190936,0.0031856943
0,3,656,200,-0.0023186954,0.0032231743
0,3,660,200,-0.002321127,0.00327512
0,3,664,200,-0.002322677,0.0032962917
0,3,668,200,-0.002327565,0.003295493
0,3,672,200,-0.002597496,0.005494935
0,3,676,200,-0.0026006014,0.005540032
0,3,680,200,-0.0026054517,0.0056313216
0,3,684,200,-0.0026087884,0.0056966897
0,3,688,200,-0.002611225,0.005695015
0,3,692,200,-0.0026120183,0.0056645717
0,3,696,200,-0.0026182646,0.005672626
0,3,700,200,-0.0026268042,0.0056551546
0,3,704,200,-0.0022612272,0.003926028
0,3,708,200,-0.0022637015,0.004006752
0,3,712,200,-0.0022618298,0.004060048
0,3,716,200,-0.0022596137,0.0040920572
0,3,720,200,-0.0022647188,0.004128038
0,3,724,200,-0.0022709467,0.004173814
0,3,728,200,-0.0022749002,0.0042345263
0,3,732,200,-0.0022788728,0.0043387543
0,3,736,200,-0.0025197174,0.016917197
0,3,740,200,-0.0025309646,0.017052937
0,3,744,200,-0.0025509044,0.017366383
0,3,748,200,-0.0025724042,0.017759416
0,3,752,200,-0.002589337,0.017978856
0,3,756,200,-0.0026024727,0.018140791
0,3,760,200,-0.0026294654,0.018265903
0,3,764,200,-0.0026594556,0.018423107
0,3,768,200,-0.002068709,0.022626273
0,3,772,200,-0.0020880161,0.023089143
0,3,776,200,-0.0021017182,0.023480585
0,3,780,200,-0.002111583,0.02364024
0,3,784,200,-0.0021440291,0.023895416
0,3,788,200,-0.0022174781,0.024391232
